priority_stratum,id,property_id,property_name,site_name,unit_type,state,unit_weight,rate_avg_retail_daily_rate,unit_hot_tub_current,property_hot_tub_current,unit_hot_tub_or_sauna_current,url,ota_url_hipcamp,ota_url_airbnb,discovery_source
P0-Safari/Cabin-blank,11610,48bb4f91-7b3b-4811-bd3a-d4b351532275,Hardscrabble Ranch,,Safari Tent,MT,1,265,,,,https://www.hardscrabbleranch.com/glamping-tents,,,market_report_coverage_gap_bozeman_250mi
P0-Safari/Cabin-blank,11630,e09490fa-37e6-42bf-b562-6f3d40b24703,The Highlands Resort,The Highlands Resort,Cabin,CA,1,265,,,,https://www.highlandsresort.com/,,,market_report_coverage_gap_fresno_250mi
P0-Safari/Cabin-blank,11936,08a93e36-c9c7-4bce-b74c-64afeac27b60,Ouachita Wilde,The Forest Hideout,Safari Tent,AR,1,125,,,,https://resnexus.com/resnexus/reservations/book/A699365C-E037-4019-A7CB-04ECD6099F79,,,web_research_ouachita_wilde_resnexus_2026_05
P0-Safari/Cabin-blank,11937,08a93e36-c9c7-4bce-b74c-64afeac27b60,Ouachita Wilde,Treehouse Safari Tent,Safari Tent,AR,1,125,,,,https://resnexus.com/resnexus/reservations/book/A699365C-E037-4019-A7CB-04ECD6099F79,,,web_research_ouachita_wilde_resnexus_2026_05
P0-Safari/Cabin-blank,12050,a3457bc3-69fc-4530-890f-bbd821a31557,Strawberry Park Hot Springs,Rustic Retreat Cabin,Cabin,CO,1,200,,Yes,,https://strawberryhotsprings.com/lodging/,,,web_research_strawberryhotsprings_checkfront_2026_05; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,12051,a3457bc3-69fc-4530-890f-bbd821a31557,Strawberry Park Hot Springs,Large Rustic Cabin,Cabin,CO,1,160,,Yes,,https://strawberryhotsprings.com/lodging/,,,web_research_strawberryhotsprings_checkfront_2026_05; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,12052,a3457bc3-69fc-4530-890f-bbd821a31557,Strawberry Park Hot Springs,Small Rustic Cabin,Cabin,CO,1,145,,Yes,,https://strawberryhotsprings.com/lodging/,,,web_research_strawberryhotsprings_checkfront_2026_05; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,12059,015cbbf3-927b-4d98-b6bb-51b3e94f14bf,Westgate River Ranch Resort & Rodeo,Luxury Glamping,Safari Tent,FL,1,265,,Yes,,https://www.westgateresorts.com/hotels/florida/river-ranch/westgate-river-ranch-resort/accommodations/luxury-glamping-experiences/,,,web_research_westgateresorts_2026_05; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,12060,015cbbf3-927b-4d98-b6bb-51b3e94f14bf,Westgate River Ranch Resort & Rodeo,Glamping,Safari Tent,FL,1,250,,Yes,,https://www.westgateresorts.com/hotels/florida/river-ranch/westgate-river-ranch-resort/accommodations/glamping/,,,web_research_westgateresorts_2026_05; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,12066,015cbbf3-927b-4d98-b6bb-51b3e94f14bf,Westgate River Ranch Resort & Rodeo,Saddle Club Studio Cabin,Cabin,FL,1,345,,Yes,,https://www.westgateresorts.com/hotels/florida/river-ranch/westgate-river-ranch-resort/accommodations/saddle-club/,,,web_research_westgateresorts_2026_05; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,12067,015cbbf3-927b-4d98-b6bb-51b3e94f14bf,Westgate River Ranch Resort & Rodeo,Saddle Club Rail Car,Cabin,FL,1,350.13,,Yes,,https://www.westgateresorts.com/hotels/florida/river-ranch/westgate-river-ranch-resort/accommodations/saddle-club/,,,web_research_westgateresorts_2026_05
P0-Safari/Cabin-blank,12069,015cbbf3-927b-4d98-b6bb-51b3e94f14bf,Westgate River Ranch Resort & Rodeo,Saddle Club One-Bedroom Grand Cabin,Cabin,FL,1,345,,Yes,,https://www.westgateresorts.com/hotels/florida/river-ranch/westgate-river-ranch-resort/accommodations/saddle-club/,,,web_research_westgateresorts_2026_05
P0-Safari/Cabin-blank,12071,015cbbf3-927b-4d98-b6bb-51b3e94f14bf,Westgate River Ranch Resort & Rodeo,Saddle Club Two-Bedroom Cabin,Cabin,FL,1,345,,Yes,,https://www.westgateresorts.com/hotels/florida/river-ranch/westgate-river-ranch-resort/accommodations/saddle-club/,,,web_research_westgateresorts_2026_05
P0-Safari/Cabin-blank,12089,6ac68a51-7b3f-49d0-b10d-6365f53986a2,Tarantula Ranch,The Bottling Room,Cabin,NV,1,113.5,,,,https://resnexus.com/resnexus/reservations/book/B3F72B7A-F2FA-4231-B60D-2E88B01E00AC/,,,web_research_tarantula_resnexus_2026_05
P0-Safari/Cabin-blank,12099,a1945707-91b3-4bb5-b71a-fef68e433e80,Vegas Glamping,Desert Oasis,Safari Tent,NV,1,211,,,,https://vegasglamping.com/our-destination/desert-oasis-tent/,,,web_research_vegasglamping_2026_05; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,12101,a1945707-91b3-4bb5-b71a-fef68e433e80,Vegas Glamping,Queen Safari Tent,Safari Tent,NV,1,211,,,,https://vegasglamping.com/our-destination/queen-safari-tent-las-vegas,,,web_research_vegasglamping_2026_05; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,12102,a1945707-91b3-4bb5-b71a-fef68e433e80,Vegas Glamping,Sunrise Safari Tent,Safari Tent,NV,1,211,,,,https://vegasglamping.com/our-destination/sunrise-safari-tent/,,,web_research_vegasglamping_2026_05; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,12118,ea257743-1b29-48da-bf41-5cfede9bdc73,Highwood Retreat,The East Camp,Safari Tent,VT,1,195,,,,https://resnexus.com/resnexus/reservations/book/C19E9143-1FF2-4069-9DF7-941074AC9852,,,web_research_highwood_resnexus_2026_05
P0-Safari/Cabin-blank,12119,ea257743-1b29-48da-bf41-5cfede9bdc73,Highwood Retreat,The West Camp,Safari Tent,VT,1,195,,,,https://resnexus.com/resnexus/reservations/book/C19E9143-1FF2-4069-9DF7-941074AC9852,,,web_research_highwood_resnexus_2026_05
P0-Safari/Cabin-blank,12135,1ae105c8-ef01-471e-972f-f481763d7f57,Mossquatch Resort,Sawyer Cabin,Cabin,WA,1,355,,,,https://resnexus.com/resnexus/reservations/book/61FB2386-B719-4DA9-8F87-F86A2A9E8065,,,web_research_mossquatch_resnexus_2026_05
P0-Safari/Cabin-blank,12136,1ae105c8-ef01-471e-972f-f481763d7f57,Mossquatch Resort,Logger Cabin,Cabin,WA,1,355,,,,https://resnexus.com/resnexus/reservations/book/61FB2386-B719-4DA9-8F87-F86A2A9E8065,,,web_research_mossquatch_resnexus_2026_05
P0-Safari/Cabin-blank,12301,ffbb1bd6-a231-4912-90fd-fc4f35ef6e1a,Timberline Glamping at Pine Acres,,Safari Tent,GA,1,159,,,,https://lakeallatoona.tlglamping.com/,,,web_research_2026_05_brand_anchors
P0-Safari/Cabin-blank,12381,b0d08d0f-71b7-4c40-94b6-a76808a8f2c5,Wildhaven Yosemite,Classic Cabin Studio,Cabin,CA,1,251.25,,,,https://wildhavenyosemite.com/glamping-cabins,,,web_research_2026_05_wildhaven_usa
P0-Safari/Cabin-blank,12382,b0d08d0f-71b7-4c40-94b6-a76808a8f2c5,Wildhaven Yosemite,Classic Cabin 1 Bedroom,Cabin,CA,1,251.25,,,,https://wildhavenyosemite.com/glamping-cabins,,,web_research_2026_05_wildhaven_usa
