id,research_segment,property_name,site_name,city,state,zip_code,country,url,lat,lon,distance_miles,distance_band,nearest_anchor,drive_time_hours,unit_type,property_type,quantity_of_units,property_total_sites,brand_id,is_open,research_status,discovery_source,rate_avg_retail_daily_rate,rate_winter_weekday,rate_winter_weekend,rate_spring_weekday,rate_spring_weekend,rate_summer_weekday,rate_summer_weekend,rate_fall_weekday,rate_fall_weekend,rate_unit_rates_by_year,cohort_winter_weekday,cohort_winter_weekend,cohort_summer_weekday,cohort_summer_weekend,has_url,rate_definition
10771,winter_missing_has_summer_only,Stoco Lake Lodge,Cottages,Tweed,ON,K0K 3J0,Canada,https://rayscottages.ca/,44.4733648,-77.2794829,119.6,75+,Bristol Mountain,4,Cabin,Glamping,7,11,,Yes,published,Sage,295,,,,,295,295,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":295,""weekend"":295},""winter"":{""weekday"":null,""weekend"":null}}}",,,295,295,true,winter_weekday_or_weekend
10339,winter_missing_has_summer_only,"Klarhet, Lusten, Minnesota",Raidho / Dagaz / Laguz / Berkanan,Lutsen,MN,55612,United States,https://www.liveklarhet.com/,47.6480742,-90.7075827,125.8,75+,Mount Bohemia,4.2,Dome,Glamping,4,4,,Yes,published,Sage,442.33,,,399,429,,499,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":399,""weekend"":429},""summer"":{""weekday"":null,""weekend"":499},""winter"":{""weekday"":null,""weekend"":null}}}",,,,499,true,winter_weekday_or_weekend
10710,winter_missing_has_summer_only,Bridgeviews Retreat & Glamping,Geo Domes,Rosedale,AB,T0J 2V0,Canada,https://bridgeviews.lodgify.com/en/3-willow-tree2,51.4152234,-112.6366744,128.8,75+,Mount Norquay,4.3,Dome,Glamping,6,26,,Yes,published,Sage,182,,,182,182,182,182,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":182,""weekend"":182},""summer"":{""weekday"":182,""weekend"":182},""winter"":{""weekday"":null,""weekend"":null}}}",,,182,182,true,winter_weekday_or_weekend
10698,winter_missing_has_summer_only,Clayoquot Wilderness Lodge,Rainforest Deluxe Tent,Alberni-Clayoquot,BC,,Canada,https://clayoquotwildernesslodge.com/stay/rainforest-deluxe/,49.3663737,-125.7776638,136.6,75+,Whistler Blackcomb,4.6,Safari Tent,Glamping,5,5,,Yes,published,Sage,4350,,,,,4200,4500,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":4200,""weekend"":4500},""winter"":{""weekday"":null,""weekend"":null}}}",,,4200,4500,true,winter_weekday_or_weekend
10700,winter_missing_has_summer_only,So Damn Lucky Glamping,Wildflower Safari Tent,Ucluelet,BC,,Canada,https://www.sodamnluckyglamping.com/accommodations/wildflower,48.9428377,-125.4558597,138.6,75+,Whistler Blackcomb,4.6,Safari Tent,Glamping,5,8,,Yes,published,Sage,285,,,285,285,285,285,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":285,""weekend"":285},""summer"":{""weekday"":285,""weekend"":285},""winter"":{""weekday"":null,""weekend"":null}}}",,,285,285,true,winter_weekday_or_weekend
11455,winter_missing_no_seasonal,Hidden Springs Retreat & Guesthouse,,Wetaskiwin County 10,AB,,Canada,https://www.hiddensprings.ca/,52.9805793,-113.8701825,143,75+,Mount Norquay,4.8,Cabin,Glamping,8,,,Yes,in_progress,Tavily Search (Canada),,,,,,,,,,,,,,,true,winter_weekday_or_weekend
11445,winter_missing_no_seasonal,Charmed Resorts — Mulhurst Bay,,Mulhurst Bay,AB,T0C 2V0,Canada,https://charmedresorts.ca/locations/mulhurst-bay,53.045848,-113.981772,144.2,75+,Lake Louise Ski Resort,4.8,Cabin,Glamping,60,,99cbb5e2-80f2-4a23-8b35-3d516b039c30,Yes,published,Tavily Search (Canada),,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10224,winter_missing_has_summer_only,Valley Overlook,Canvas Cabin,Peninsula,OH,44264,United States,https://www.valleyoverlook.com/,41.202708,-81.5648723,144.4,75+,Seven Springs Mountain Resort,4.8,Safari Tent,Glamping,16,30,,Yes,published,Sage,116.5,,,109,119,119,119,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":109,""weekend"":119},""summer"":{""weekday"":119,""weekend"":119},""winter"":{""weekday"":null,""weekend"":null}}}",,,119,119,true,winter_weekday_or_weekend
117,winter_missing_no_seasonal,Yurtland,,Tofino,BC,V0R 2Z0,Canada,https://www.yurtlandbc.com,49.1525,-125.9035,148.1,75+,Whistler Blackcomb,4.9,Yurt,Glamping,8,8,,Yes,in_progress,OpenAI Research - Yurts,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
150,winter_missing_no_seasonal,Enchanted Earth Retreat,,Tofino,BC,V0R 2Z0,Canada,https://www.enchantedearthretreat.com,49.1526,-125.9066,148.2,75+,Whistler Blackcomb,4.9,Hobbit House,Glamping,8,8,,Yes,in_progress,OpenAI Research - Hobbit Homes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10164,winter_missing_has_other_seasons,Off Map Glamping,Deluxe Tent,South Haven,MI,49090,United States,https://www.stayoffmap.com/,42.3858881,-86.1607386,148.2,75+,Crystal Mountain Michigan,4.9,Safari Tent,Glamping,5,20,,Yes,published,Sage,287.5,,,295,280,,,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":295,""weekend"":280},""summer"":{""weekday"":null,""weekend"":null},""winter"":{""weekday"":null,""weekend"":null}}}",,,,,true,winter_weekday_or_weekend
137,winter_missing_no_seasonal,Pacific Rim Domes,,Tofino,BC,V0R 2Z0,Canada,https://pacificrimdomes.com,49.1525,-125.9066,148.2,75+,Whistler Blackcomb,4.9,Dome,Glamping,5,5,,Yes,in_progress,OpenAI Research - Domes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
93,winter_missing_no_seasonal,Vancouver Island Safari Getaway,,Tofino,BC,V0R 2Z0,Canada,https://www.vancouverislandsafarigetaway.com,49.152,-125.9066,148.2,75+,Whistler Blackcomb,4.9,Safari Tent,Glamping,7,7,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10723,winter_missing_has_summer_only,Wildpod,Wood Pod,Tofino,BC,,Canada,https://www.wildpod.ca/,49.1537107,-125.9122271,148.4,75+,Whistler Blackcomb,4.9,Dome,Glamping,6,6,,Yes,published,Sage,275.25,,,197,225,325,354,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":197,""weekend"":225},""summer"":{""weekday"":325,""weekend"":354},""winter"":{""weekday"":null,""weekend"":null}}}",,,325,354,true,winter_weekday_or_weekend
11460,winter_missing_no_seasonal,Clayoquot Wilderness Resort,,Tofino,BC,V0R 2Z0,Canada,https://www.wildretreat.com/,49.2098,-125.9873,149.7,75+,Whistler Blackcomb,5,Safari Tent,Glamping,25,,,Yes,in_progress,Tavily Search (Canada),,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10223,winter_missing_has_summer_only,Hilltop Resorts and Campground,Glamping Tent,Logan,OH,43138,United States,https://www.hilltopresorts.com,39.5324192,-82.4504116,152.9,75+,Snowshoe Mountain,5.1,Safari Tent,Glamping,4,75,,Yes,published,Sage,99.5,,,75,105,90,128,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":75,""weekend"":105},""summer"":{""weekday"":90,""weekend"":128},""winter"":{""weekday"":null,""weekend"":null}}}",,,90,128,true,winter_weekday_or_weekend
10317,winter_missing_has_summer_only,The Inn & Spa at Cedar Falls,Cottages,Logan,OH,43138,United States,https://innatcedarfalls.com/,39.4249651,-82.5279149,153,75+,Snowshoe Mountain,5.1,Other Glamping Unit,Glamping,12,44,,Yes,published,Sage; web_research_hot_tub_2026_05_27,325,,,,,255,395,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":255,""weekend"":395},""winter"":{""weekday"":null,""weekend"":null}}}",,,255,395,true,winter_weekday_or_weekend
11453,winter_missing_no_seasonal,The Secret Sanctuary,,Wetaskiwin,AB,,Canada,https://www.secretsanctuary.ca/,52.968492,-113.36792,154.4,75+,Mount Norquay,5.1,Cabin,Glamping,12,,,Yes,in_progress,Tavily Search (Canada),,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10402,winter_missing_has_summer_only,The River Electric,Tents,Guerneville,CA,95462,United States,https://theriverelectric.com/,38.4983767,-122.9962362,156.2,75+,Palisades Tahoe,5.2,Canvas Tent,Glamping,40,40,,Yes,published,Sage; web_research_hot_tub_2026_05_27,225,,,,,225,225,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":225,""weekend"":225},""winter"":{""weekday"":null,""weekend"":null}}}",,,225,225,true,winter_weekday_or_weekend
9926,winter_missing_has_summer_only,Capitol Reef Resort,TeePee,Torrey,UT,84775,United States,https://capitolreefresort.com/,38.320108,-111.382565,156.8,75+,Alta Ski Area,5.2,Tipi,Glamping,9,48,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,493,,,418,458,518,578,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":418,""weekend"":458},""summer"":{""weekday"":518,""weekend"":578},""winter"":{""weekday"":null,""weekend"":null}}}",,,518,578,true,winter_weekday_or_weekend
10474,winter_missing_has_summer_only,Postcard Cabins The Thumb,CLAssic Cabins,Columbiaville,MI,48421,United States,https://www.marriott.com/en-us/hotels/fntth-postcard-cabins-the-thumb-outdoor-collection-bonvoy/overview/,43.1598856,-83.3592998,158.9,75+,Boyne Mountain Resort,5.3,Cabin,Glamping,41,,ea901c21-2adf-47e9-b213-b06c94c7f4ca,Yes,published,Sage; web_research_hot_tub_2026_05_27,175.25,,,113,180,135,273,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":113,""weekend"":180},""summer"":{""weekday"":135,""weekend"":273},""winter"":{""weekday"":null,""weekend"":null}}}",,,135,273,true,winter_weekday_or_weekend
10503,winter_missing_has_summer_only,Mohican Adventures,"Al's, Chuck, Hillside, Super Log",Loudonville,OH,44842,United States,https://www.mohicanadventures.com/,40.6180607,-82.2508581,161.2,75+,Seven Springs Mountain Resort,5.4,Cabin,Glamping,10,228,,Yes,published,Sage,349,,,302,338,378,378,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":302,""weekend"":338},""summer"":{""weekday"":378,""weekend"":378},""winter"":{""weekday"":null,""weekend"":null}}}",,,378,378,true,winter_weekday_or_weekend
10310,winter_missing_has_other_seasons,Jupe Redwoods,Jupes,Davenport,CA,95017,United States,https://www.jupe.com/destinations/redwoods,37.0302966,-122.2187938,163.8,75+,Kirkwood Mountain Resort,5.5,Other Glamping Unit,Glamping,6,6,,Yes,published,Sage,190,,,190,,,,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":190,""weekend"":null},""summer"":{""weekday"":null,""weekend"":null},""winter"":{""weekday"":null,""weekend"":null}}}",,,,,true,winter_weekday_or_weekend
10769,winter_missing_has_summer_only,Footprints Resort,"Casita,Villa,Cabin",Harcourt,ON,,Canada,https://footprintsresort.com/,45.08218,-78.0396003,164.6,75+,Bristol Mountain,5.5,Cabin,Glamping,4,7,,Yes,published,Sage,196,,,,,150,242,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":150,""weekend"":242},""winter"":{""weekday"":null,""weekend"":null}}}",,,150,242,true,winter_weekday_or_weekend
10733,winter_missing_has_summer_only,Glen Oro Farm,Stargazer and Galaxygazer Domes,Hawkestone,ON,,Canada,https://www.glenoro.com/glamping,44.5731036,-79.5563502,165.8,75+,Holiday Valley,5.5,Dome,Glamping,9,14,,Yes,published,Sage,376,,,,,351,401,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":351,""weekend"":401},""winter"":{""weekday"":null,""weekend"":null}}}",,,351,401,true,winter_weekday_or_weekend
9907,winter_missing_has_avg_only,Mustang Monument,Luxury Tipis,Wells,NV,89835,United States,https://www.mustangmonument.com/,40.7528288,-115.0314947,168.6,75+,Snowbasin Resort,5.6,Tipi,Glamping,10,2,,Yes,published,web_research_mustangmonument_2026_05,2400,,,,,,,,,"{""2026"":{""all_inclusive"":{""note"":""mustangmonument.com Luxury Tipis page May 2026"",""weekday"":2400,""weekend"":2400}}}",,,,,true,winter_weekday_or_weekend
10709,winter_missing_has_summer_only,Arcana,Cabin,Ravenna,ON,,Canada,https://findarcana.com/toronto/,44.401392,-80.3322794,169.8,75+,Holiday Valley,5.7,Mirror Cabin,Glamping,23,23,,Yes,published,Sage,395,,,,,395,,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":395,""weekend"":null},""winter"":{""weekday"":null,""weekend"":null}}}",,,395,,true,winter_weekday_or_weekend
10784,winter_missing_has_summer_only,Grotto Getaway,Tents /Yurts,"Miller Lake,",ON,,Canada,https://www.grottogetaway.com/,45.0749238,-81.4217049,171.3,75+,Boyne Mountain Resort,5.7,Bell Tent,Glamping,15,28,,Yes,published,Sage,147.5,,,,,151,144,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":151,""weekend"":144},""winter"":{""weekday"":null,""weekend"":null}}}",,,151,144,true,winter_weekday_or_weekend
151,winter_missing_no_seasonal,Middle-earth Getaway,,Blue Mountains,ON,L9Y 0N6,Canada,https://www.middleearthgetaway.com,44.5001,-80.2169,173.1,75+,Holiday Valley,5.8,Hobbit House,Glamping,10,10,,Yes,in_progress,OpenAI Research - Hobbit Homes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
11450,winter_missing_no_seasonal,Creek's Edge,,Spruce Grove,AB,,Canada,,53.545204,-113.903503,173.6,75+,Lake Louise Ski Resort,5.8,,Glamping,5,,,Yes,in_progress,Tavily Search (Canada),,,,,,,,,,,,,,,false,winter_weekday_or_weekend
9775,winter_missing_has_other_seasons,Whispering Springs Wilderness Retreat,Chic Cabana Yurts,Cayucos,CA,93430,United States,https://www.whisperingsprings.ca/,35.4950216,-120.8090859,177.5,75+,Mammoth Mountain,5.9,Yurt,Glamping,4,5,,Yes,published,Sage; web_research_hot_tub_2026_05_27,451,,,490,412,,,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":490,""weekend"":412},""summer"":{""weekday"":null,""weekend"":null},""winter"":{""weekday"":null,""weekend"":null}}}",,,,,true,winter_weekday_or_weekend
72,winter_missing_no_seasonal,Haliburton Forest & Wild Life Reserve,,Haliburton,ON,K0M 1S0,Canada,https://haliburtonforest.com,45.2,-78.5833,179.5,75+,Bristol Mountain,6,Treehouse,Glamping,5,5,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
9945,winter_missing_has_summer_only,Glen Oaks Big Sur,Cabins,Big Sur,CA,93920,United States,http://glenoaksbigsur.com/,36.264018,-121.800775,179.7,75+,Mammoth Mountain,6,Tiny Home,Glamping,10,12,,Yes,published,Sage; web_research_hot_tub_2026_05_27,843.75,,,700,800,900,975,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":700,""weekend"":800},""summer"":{""weekday"":900,""weekend"":975},""winter"":{""weekday"":null,""weekend"":null}}}",,,900,975,true,winter_weekday_or_weekend
10701,winter_missing_has_summer_only,Four Corners Algonquin,Safari Tents - 6 person,Whitney,ON,,Canada,https://www.fourcornersalgonquin.ca/,45.5077954,-78.2565547,183.3,75+,Mont Tremblant,6.1,Safari Tent,Glamping,5,19,,Yes,published,Sage,192,,,192,192,192,192,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":192,""weekend"":192},""summer"":{""weekday"":192,""weekend"":192},""winter"":{""weekday"":null,""weekend"":null}}}",,,192,192,true,winter_weekday_or_weekend
11456,winter_missing_no_seasonal,Forest Retreat Cabins & Camping,,Edmonton,AB,,Canada,,53.5462055,-113.491241,183.7,75+,Lake Louise Ski Resort,6.1,Cabin,Glamping,7,,,Yes,in_progress,Tavily Search (Canada),,,,,,,,,,,,,,,false,winter_weekday_or_weekend
133,winter_missing_no_seasonal,Algonquin Eco-Lodge,,Algonquin Park,ON,P0A 1X0,Canada,https://algonquinecolodge.com,45.8372,-78.3792,183.9,75+,Mont Tremblant,6.1,Dome,Glamping,5,5,,Yes,in_progress,OpenAI Research - Domes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10732,winter_missing_has_summer_only,Back Forty Glamping,Forest and Meadow Domes,Meaford,ON,,Canada,https://www.backfortyglamping.com/,44.5809822,-80.7036298,190,75+,Holiday Valley,6.3,Dome,Glamping,6,6,,Yes,published,Sage,453,,,,,436,470,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":436,""weekend"":470},""winter"":{""weekday"":null,""weekend"":null}}}",,,436,470,true,winter_weekday_or_weekend
10104,winter_missing_has_summer_only,Mendocino Grove,Family Tent,Mendocino,CA,95460,United States,https://mendocinogrove.com/,39.2958813,-123.79549,190.6,75+,Palisades Tahoe,6.4,Safari Tent,Glamping,15,71,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,409,,,409,399,409,419,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":409,""weekend"":399},""summer"":{""weekday"":409,""weekend"":419},""winter"":{""weekday"":null,""weekend"":null}}}",,,409,419,true,winter_weekday_or_weekend
11452,winter_missing_no_seasonal,Elk Island Getaway,,Ardrossan,AB,,Canada,,53.5517087,-113.143322,192.4,75+,Mount Norquay,6.4,Cabin,Glamping,9,,,Yes,in_progress,Tavily Search (Canada),,,,,,,,,,,,,,,false,winter_weekday_or_weekend
10287,winter_missing_has_summer_only,Under Canvas Bryce Canyon,Suite Tent,Widtsoe,UT,84764,United States,https://www.undercanvas.com/camps/bryce-canyon/,37.8091158,-112.0188903,192.5,75+,Snowbird,6.4,Safari Tent,Glamping,12,51,2a78831f-3c15-4b52-b5a3-6c249f6a86a3,Yes,published,Sage; web_research_hot_tub_2026_05_27,569.17,,,475,570,627,736,456,551,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":604,""weekend"":395},""winter"":{""weekday"":null,""weekend"":null}}}",,,627,736,true,winter_weekday_or_weekend
10074,winter_missing_has_summer_only,Yonder Escalante,Delux Cabins,Escalante,UT,84726,United States,https://www.stayyonder.com/,37.7763619,-111.638425,193.8,75+,Alta Ski Area,6.5,Tiny Home,Glamping,22,99,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,274,,,249,299,249,299,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":249,""weekend"":299},""summer"":{""weekday"":249,""weekend"":299},""winter"":{""weekday"":null,""weekend"":null}}}",,,249,299,true,winter_weekday_or_weekend
10717,winter_missing_has_summer_only,Simply Glamping,Dome/ Whispering Aspens,Barrhead,AB,T0G 0L0,Canada,https://www.simplyglamping.ca/,54.1203876,-114.6802561,195.2,75+,Lake Louise Ski Resort,6.5,Dome,Glamping,4,5,,Yes,published,Sage,150,,,,,150,150,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":150,""weekend"":150},""winter"":{""weekday"":null,""weekend"":null}}}",,,150,150,true,winter_weekday_or_weekend
48,winter_missing_no_seasonal,Treehouse Getaway,,Huntsville,ON,P1H 2J6,Canada,https://www.treehousegetaway.ca,45.3269,-79.2168,199.8,75+,Bristol Mountain,6.7,Treehouse,Glamping,7,7,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10765,winter_missing_has_summer_only,Ecoscape Cabins,Cabin 2,Port Hardy,BC,V0N 2P0,Canada,https://www.ecoscapecabins.com/,50.715909,-127.472633,203.5,75+,Whistler Blackcomb,6.8,Cabin,Glamping,9,9,,Yes,published,Sage,247.5,,,200,200,295,295,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":200,""weekend"":200},""summer"":{""weekday"":295,""weekend"":295},""winter"":{""weekday"":null,""weekend"":null}}}",,,295,295,true,winter_weekday_or_weekend
10677,winter_missing_has_summer_only,Elk Island Retreat,Yurts,Fort Saskatchewan,AB,,Canada,https://elkislandretreat.com/book-now,53.6852986,-112.9256252,205.1,75+,Mount Norquay,6.8,Yurt,Glamping,4,43,,Yes,published,Sage,229,,,229,,229,,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":229,""weekend"":null},""summer"":{""weekday"":229,""weekend"":null},""winter"":{""weekday"":null,""weekend"":null}}}",,,229,,true,winter_weekday_or_weekend
10243,winter_missing_has_summer_only,Glamping Retro,Safari Tent,Erwin,TN,37650,United States,https://glampingretro.com/,36.0369695,-82.4460756,212.2,75+,Snowshoe Mountain,7.1,Safari Tent,Glamping,6,10,,Yes,published,Sage,118,,,,,118,118,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":118,""weekend"":118},""winter"":{""weekday"":null,""weekend"":null}}}",,,118,118,true,winter_weekday_or_weekend
10387,winter_missing_has_summer_only,Cozy Heron Glamping,Glamping Wagon,Lillington,NC,27546,United States,https://capefearadventures.com/the-cozy-heron-glamping/,35.4061809,-78.8146599,217.5,75+,Snowshoe Mountain,7.2,Covered Wagon,Glamping,5,5,,Yes,published,Sage; web_research_hot_tub_2026_05_27,139,,,99,149,129,179,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":99,""weekend"":149},""summer"":{""weekday"":129,""weekend"":179},""winter"":{""weekday"":null,""weekend"":null}}}",,,129,179,true,winter_weekday_or_weekend
10290,winter_missing_has_summer_only,Under Canvas Lake Powell,Suite Tent,Big Water,UT,84741,United States,https://www.undercanvas.com/camps/lake-powell/,37.0681495,-111.6844635,218.8,75+,Telluride Ski Resort,7.3,Safari Tent,Glamping,11,51,2a78831f-3c15-4b52-b5a3-6c249f6a86a3,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,502,,,419,503,553,649,402,486,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":714,""weekend"":923},""summer"":{""weekday"":417,""weekend"":417},""winter"":{""weekday"":null,""weekend"":null}}}",,,553,649,true,winter_weekday_or_weekend
10729,winter_missing_has_summer_only,Lake View Glamping,Domes,"Cumberland Bay,",NB,,Canada,https://www.lakeviewglamping.ca/,46.0506677,-65.9490474,222.6,75+,Sugarloaf,7.4,Dome,Glamping,8,8,,Yes,published,Sage,200,,,,,200,200,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":200,""weekend"":200},""winter"":{""weekday"":null,""weekend"":null}}}",,,200,200,true,winter_weekday_or_weekend
195,winter_missing_no_seasonal,The Lodge at Pine Cove,,Noelville,ON,P0M 2N0,Canada,https://www.frenchriver.com/,46.1167,-80.5,224,75+,Boyne Mountain Resort,7.5,Luxury Cabin,Outdoor Boutique Hotel,15,15,,Yes,in_progress,OpenAI Research - Luxury Cabins,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10750,winter_missing_has_summer_only,The Northridge Inn & Resort,Glamping Tents,Sundridge,ON,,Canada,https://northridgeinn.com/,45.7024337,-79.3926389,226.8,75+,Bristol Mountain,7.6,Canvas Tent,Glamping,4,29,,Yes,published,Sage,215,,,,,204,226,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":204,""weekend"":226},""winter"":{""weekday"":null,""weekend"":null}}}",,,204,226,true,winter_weekday_or_weekend
189,winter_missing_no_seasonal,Northern Edge Algonquin,,South River,ON,P0A 1X0,Canada,https://www.northernedgealgonquin.ca/,45.8397,-79.3861,231.7,75+,Mont Tremblant,7.7,Luxury Cabin,Glamping,8,8,,Yes,in_progress,OpenAI Research - Luxury Cabins,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
12182,winter_missing_no_seasonal,East Zion Resort,Glamping Tent,Orderville,UT,84758,United States,https://www.eastzionresort.com/lodging,37.28,-112.638,234.1,75+,Snowbird,7.8,Safari Tent,Glamping,10,57,,Yes,published,web_research_east_zion_lodging_2026_05,,,,,,,,,,"{""2026"":{""note"":""Category ADRs vary; re-quote in Guesty for travel dates"",""guesty_property_count"":57,""sample_from_rates_usd"":{""lodge"":549,""airstream"":89,""mirror_house"":133,""stargazer_cabin"":141}}}",,,,,true,winter_weekday_or_weekend
10483,winter_missing_has_summer_only,Long Cove Resort,Tiny Cabins,Charlotte,NC,28278,United States,https://www.longcoveresort.com/home,35.1145278,-81.031881,234.8,75+,Snowshoe Mountain,7.8,Cabin,Glamping,39,33,,Yes,published,Sage; web_research_hot_tub_2026_05_28,223.5,,,,,235,212,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":235,""weekend"":212},""winter"":{""weekday"":null,""weekend"":null}}}",,,235,212,true,winter_weekday_or_weekend
9844,winter_missing_has_summer_only,Zion Ponderosa Ranch Resort,Conestoga Wagons,Orderville,UT,84758,United States,https://www.zionponderosa.com/,37.2710574,-112.8756799,237.9,75+,Snowbird,7.9,Wagon,Glamping,6,70,,Yes,published,Sage; web_research_hot_tub_2026_05_27,224,,,174,224,224,274,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":174,""weekend"":224},""summer"":{""weekday"":224,""weekend"":274},""winter"":{""weekday"":null,""weekend"":null}}}",,,224,274,true,winter_weekday_or_weekend
10693,winter_missing_has_summer_only,Tiny Village Parry Sound,tiny home,Dunchurch,ON,,Canada,https://www.tinyvillage-parrysound.ca/,45.6567027,-80.0312814,239.6,75+,Bristol Mountain,8,Tiny Home,Glamping,6,,,Yes,published,Sage,213.25,,,180,200,203,270,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":180,""weekend"":200},""summer"":{""weekday"":203,""weekend"":270},""winter"":{""weekday"":null,""weekend"":null}}}",,,203,270,true,winter_weekday_or_weekend
9975,winter_missing_has_summer_only,Postcard Cabins Kettle River,Two Bed Cabin,Willow River,MN,55795,United States,https://www.marriott.com/en-us/hotels/dlhkr-postcard-cabins-kettle-river-outdoor-collection-bonvoy/overview/,46.290605,-92.860457,240.8,75+,Mount Bohemia,8,Tiny Home,Glamping,25,49,ea901c21-2adf-47e9-b213-b06c94c7f4ca,Yes,published,Sage,338,,,357,675,160,160,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":357,""weekend"":675},""summer"":{""weekday"":160,""weekend"":160},""winter"":{""weekday"":null,""weekend"":null}}}",,,160,160,true,winter_weekday_or_weekend
